sentence,original_label,original_book,book_Anna_Karenina,naive_Anna_Karenina,book_Frankenstein,naive_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,naive_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights,naive_Wuthering_Heights
"I wish you had come three months ago, and then you would have found us all joyous and delighted.",3,Frankenstein,0,0,1,1,0,0,0,0
Next came an angry voice the Rabbit s Pat!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"cried I hastily, enraged at her clamorous manner.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"The mildness of my nature had fled, and all within me was turned to gall and bitterness.",3,Frankenstein,0,0,1,1,0,0,0,0
"Felix conducted the fugitives through France to Lyons and across Mont Cenis to Leghorn, where the merchant had decided to wait a favourable opportunity of passing into some part of the Turkish dominions.",3,Frankenstein,0,0,1,1,0,0,0,0
"I ve had nothing yet, Alice replied in an offended tone, so I can t take more.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Earnshaw accomplished this ere his guest reached the front; he then came and brought his chair to the other side of my table, leaning over it, and searching in my eyes for a sympathy with the burning hate that gleamed from his: as he both looked and felt like an assassin, he couldn t exactly find that; but he discovered enough to encourage him to speak.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"he trembles, as if I were really going to touch him!",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Alice considered a little, and then said The fourth.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I must rest a little before my journey.,1,Anna Karenina,1,1,0,0,0,0,1,0
"I m sure I m not Ada, she said, for her hair goes in such long ringlets, and mine doesn t go in ringlets at all; and I m sure I can t be Mabel, for I know all sorts of things, and she, oh!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Don t tell me, she added hastily, only say if I m right.",1,Anna Karenina,1,1,0,0,0,0,1,0
asked the family doctor.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Catherine spoke with a kind of dreary triumph: she seemed to have made up her mind to enter into the spirit of her future family, and draw pleasure from the griefs of her enemies.",2,Wuthering Heights,0,0,0,0,0,0,1,1
That s very well.,1,Anna Karenina,1,1,1,0,0,0,0,0
I retorted.,2,Wuthering Heights,0,0,1,0,0,0,1,1
"Shall I, in cool blood, set loose upon the earth a d mon whose delight is in death and wretchedness?",3,Frankenstein,0,0,1,1,0,0,0,0
Laska!,1,Anna Karenina,1,1,1,0,1,0,1,0
As you please.,1,Anna Karenina,1,1,0,0,0,0,1,0
"But having once made up his mind he went on in his shrill voice, without timidity or hesitation, accentuating here and there a word.",1,Anna Karenina,1,1,0,0,0,0,1,0
What do you want it for?,1,Anna Karenina,1,1,0,0,0,0,1,0
No?,1,Anna Karenina,1,1,0,0,1,0,1,0
"he demanded, grimly.",2,Wuthering Heights,1,0,0,0,1,0,1,1
How fond she is of finding morals in things!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
What am I to do?,1,Anna Karenina,1,1,1,0,1,0,1,0
How did she die?,2,Wuthering Heights,1,0,1,0,0,0,1,1
"So Alice got up and ran off, thinking while she ran, as well she might, what a wonderful dream it had been.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Some of my comrades groaned, and my own mind began to grow watchful with anxious thoughts, when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation.",3,Frankenstein,0,0,1,1,0,0,0,0
said his brother.,1,Anna Karenina,1,1,0,0,0,0,1,0
I ve come to see you to talk it over.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Very, said Alice: where s the Duchess?",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
But I ll not believe this idiocy!,2,Wuthering Heights,1,0,0,0,0,0,1,1
Who for such dainties would not stoop?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I could not sustain the horror of my situation, and when I perceived that the popular voice and the countenances of the judges had already condemned my unhappy victim, I rushed out of the court in agony.",3,Frankenstein,0,0,1,1,0,0,0,0
Which one?,1,Anna Karenina,1,1,0,0,1,0,0,0
"said the King triumphantly, pointing to the tarts on the table.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I nursed her, poor thing!",2,Wuthering Heights,1,0,0,0,0,0,1,1
That s so.,1,Anna Karenina,1,1,0,0,1,0,1,0
"the Duchess, the Duchess!",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"The period of reflection succeeding this silly action compelled me to admit the necessity of smothering my pride and choking my wrath, and bestirring myself to remove its effects.",2,Wuthering Heights,0,0,1,0,0,0,1,1
Mincing un munching!,2,Wuthering Heights,1,0,1,0,1,0,1,1
"How all this will terminate, I know not, but I had rather die than return shamefully, my purpose unfulfilled.",3,Frankenstein,0,0,1,1,0,0,0,0
"All that he said threw greatly into the shade Cornelius Agrippa, Albertus Magnus, and Paracelsus, the lords of my imagination; but by some fatality the overthrow of these men disinclined me to pursue my accustomed studies.",3,Frankenstein,0,0,1,1,0,0,0,0
"Ever since the fatal night, the end of my labours, and the beginning of my misfortunes, I had conceived a violent antipathy even to the name of natural philosophy.",3,Frankenstein,0,0,1,1,0,0,0,0
"she demanded, growing more irritated.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"I found that the youth spent a great part of each day in collecting wood for the family fire, and during the night I often took his tools, the use of which I quickly discovered, and brought home firing sufficient for the consumption of several days.",3,Frankenstein,0,0,1,1,0,0,0,0
"And she thought of herself, I wish the creatures wouldn t be so easily offended!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Yes, come along, come along!",1,Anna Karenina,1,1,1,0,1,0,1,0
How annoying!,1,Anna Karenina,1,1,0,0,1,0,0,0
Come in!,1,Anna Karenina,1,1,1,0,1,0,1,0
She s a splendid woman.,1,Anna Karenina,1,1,1,0,0,0,0,0
"He sent them word I had not gone (We know it to be true): If she should push the matter on, What would become of you?",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
she queried.,1,Anna Karenina,1,1,0,0,1,0,1,0
From your lips first have I heard the voice of kindness directed towards me; I shall be for ever grateful; and your present humanity assures me of success with those friends whom I am on the point of meeting.,3,Frankenstein,0,0,1,1,0,0,0,0
"My dear friend, what has happened?",3,Frankenstein,0,0,1,1,0,0,0,0
That can t be.,1,Anna Karenina,1,1,1,0,0,0,0,0
This idea was torture to him.,3,Frankenstein,0,0,1,1,0,0,0,0
And on the morrow Justine died.,3,Frankenstein,0,0,1,1,0,0,0,0
"She lay still now, her face bathed in tears.",2,Wuthering Heights,1,0,1,0,1,0,1,1
"Have some wine, the March Hare said in an encouraging tone.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I m not afraid of anything.,1,Anna Karenina,1,1,0,0,0,0,1,0
Then the eleventh day must have been a holiday?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
And his face expressed serious hesitation.,1,Anna Karenina,1,1,0,0,0,0,1,0
"And this girl, who united all these qualities, loved him.",1,Anna Karenina,1,1,0,0,0,0,1,0
(and she tried to curtsey as she spoke fancy _curtseying_ as you re falling through the air!,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"Although I possessed the capacity of bestowing animation, yet to prepare a frame for the reception of it, with all its intricacies of fibres, muscles, and veins, still remained a work of inconceivable difficulty and labour.",3,Frankenstein,0,0,1,1,0,0,0,0
I exclaimed.,2,Wuthering Heights,1,0,1,0,1,0,1,1
"She went on growing, and growing, and very soon had to kneel down on the floor: in another minute there was not even room for this, and she tried the effect of lying down with one elbow against the door, and the other arm curled round her head.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"It is true that I have thought more and that my daydreams are more extended and magnificent, but they want (as the painters call it) _keeping;_ and I greatly need a friend who would have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind.",3,Frankenstein,0,0,1,1,0,0,0,0
"I am, said she, the cousin of the unhappy child who was murdered, or rather his sister, for I was educated by and have lived with his parents ever since and even long before his birth.",3,Frankenstein,0,0,1,1,0,0,0,0
"And directly she had said this, her face suddenly softened.",1,Anna Karenina,1,1,0,0,1,0,1,0
"cried the mother, with horror.",1,Anna Karenina,1,1,1,0,0,0,1,0
"And although I could not consent to go and hear that little conceited fellow deliver sentences out of a pulpit, I recollected what he had said of M. Waldman, whom I had never seen, as he had hitherto been out of town.",3,Frankenstein,0,0,1,1,0,0,0,0
"I took their word for all that they averred, and I became their disciple.",3,Frankenstein,0,0,1,1,0,0,0,0
he said.,2,Wuthering Heights,1,0,0,0,1,0,1,1
Let s stay a little.,1,Anna Karenina,1,1,0,0,0,0,1,0
One of his latest period.,1,Anna Karenina,1,1,0,0,0,0,0,0
Depart to your home and commence your labours; I shall watch their progress with unutterable anxiety; and fear not but that when you are ready I shall appear.,3,Frankenstein,0,0,1,1,0,0,0,0
"You really must tell me about it, she said, getting up.",1,Anna Karenina,1,1,0,0,0,0,1,0
"But you must consider, she went on; you forget my position.",1,Anna Karenina,1,1,0,0,0,0,1,0
"he asked, stopping short.",1,Anna Karenina,1,1,0,0,0,0,1,0
I ll tell you what!,1,Anna Karenina,1,1,0,0,0,0,1,0
she whispered.,2,Wuthering Heights,1,0,0,0,1,0,1,1
"If this is your present temper, my friend, you will perhaps be glad to see a letter that has been lying here some days for you; it is from your cousin, I believe.",3,Frankenstein,0,0,1,1,0,0,0,0
I needn t be afraid of them!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I dare say you never even spoke to Time!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"With a swift gesture she put down her veil, and, quickening her pace, almost ran out of the room.",1,Anna Karenina,1,1,0,0,1,0,0,0
"Once, after the poor animals that conveyed me had with incredible toil gained the summit of a sloping ice mountain, and one, sinking under his fatigue, died, I viewed the expanse before me with anguish, when suddenly my eye caught a dark speck upon the dusky plain.",3,Frankenstein,0,0,1,1,0,0,0,0
Do you play croquet with the Queen to-day?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
So they got their tails fast in their mouths.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"To be a great and virtuous man appeared the highest honour that can befall a sensitive being; to be base and vicious, as many on record have been, appeared the lowest degradation, a condition more abject than that of the blind mole or harmless worm.",3,Frankenstein,0,0,1,1,0,0,0,0
he cried to the doorkeeper.,1,Anna Karenina,1,1,0,0,0,0,1,0
"The cup of life was poisoned for ever, and although the sun shone upon me, as upon the happy and gay of heart, I saw around me nothing but a dense and frightful darkness, penetrated by no light but the glimmer of two eyes that glared upon me.",3,Frankenstein,0,0,1,1,0,0,0,0
I never saw any of the family of De Lacey more.,3,Frankenstein,0,0,1,1,0,0,0,0
"The cook threw a frying-pan after her as she went out, but it just missed her.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"and the procession moved on, three of the soldiers remaining behind to execute the unfortunate gardeners, who ran to Alice for protection.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
And what did I come here for?,1,Anna Karenina,1,1,1,0,0,0,0,0
The young man and his companion often went apart and appeared to weep.,3,Frankenstein,0,0,1,1,0,0,0,0
"Whoever lives there, thought Alice, it ll never do to come upon them _this_ size: why, I should frighten them out of their wits!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I had unchained an enemy among them whose joy it was to shed their blood and to revel in their groans.,3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, mamma!",1,Anna Karenina,1,1,1,0,1,0,1,0
We travelled at the time of the vintage and heard the song of the labourers as we glided down the stream.,3,Frankenstein,0,0,1,1,0,0,0,0
"A great fall of snow had taken place the night before, and the fields were of one uniform white; the appearance was disconsolate, and I found my feet chilled by the cold damp substance that covered the ground.",3,Frankenstein,0,0,1,1,0,0,0,0
How unlike it was to the blue seasons of the south!,3,Frankenstein,0,0,1,1,0,0,0,0
And washing?,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"I don t see any wine, she remarked.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Their melancholy is soothing, and their joy elevating, to a degree I never experienced in studying the authors of any other country.",3,Frankenstein,0,0,1,1,0,0,0,0
Come in with your light.,2,Wuthering Heights,1,0,0,0,0,0,1,1
How inconstant are your feelings!,3,Frankenstein,0,0,1,1,0,0,0,0
Have you been here long?,1,Anna Karenina,1,1,0,0,0,0,1,0
Delightful company!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Unable to reply, except passionately, I got up and walked from the room.",2,Wuthering Heights,0,0,1,0,0,0,1,1
"I hastened to return home, and Elizabeth eagerly demanded the result.",3,Frankenstein,0,0,1,1,0,0,0,0
"I wish I had our Dinah here, I know I do!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Her ugly sister, Manon, married M. Duvillard, the rich banker, last autumn.",3,Frankenstein,0,0,1,1,0,0,0,0
Where s Heathcliff?,2,Wuthering Heights,0,0,0,0,0,0,1,1
"This pleased him, for he was not much better: he dried his eyes, and lightened into a faint smile.",2,Wuthering Heights,1,0,0,0,0,0,1,1
Oh my fur and whiskers!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Yes, I think you d better leave off, said the Gryphon: and Alice was only too glad to do so.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I have longed for a friend; I have sought one who would sympathise with and love me.,3,Frankenstein,0,0,1,1,0,0,0,0
"My master s uneasiness experienced a lull, and further circumstances diverted it into another channel for a space.",2,Wuthering Heights,0,0,0,0,0,0,1,1
He got out first and helped her to get out.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Eh, lads!",1,Anna Karenina,1,1,1,0,1,0,1,0
What would Kitty say?,1,Anna Karenina,1,1,0,0,1,0,0,0
"For some minutes it puffed away without speaking, but at last it unfolded its arms, took the hookah out of its mouth again, and said, So you think you re changed, do you?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"the Hatter said, tossing his head contemptuously.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,1,0
"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies.",3,Frankenstein,0,0,1,1,0,0,0,0
